node_id,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,label
SPOP,-0.33055896,1.1455047,-0.270532,34.230713,-0.23649432,-0.2126819,-0.47849283,0.1480498,0.3131901,3.3448744,-0.45563754,3.440588,-0.12672344,0.96813595,0.2417981,0.28649455,0.5526072,-0.300087,-0.34207335,-0.099329986,0.6363479,-0.24436313,-0.45110998,-0.44336706,-0.1426858,-0.4615879,-0.52684873,-0.28266993,-0.47489536,-0.42354277,-0.56629467,-0.38661817,-0.67841583,-0.66404134,0.14863478,0.093409844,-0.42673403,-0.768723,-0.34337717,-0.3793556,0.18175395,-0.66825044,-0.61006343,0.2626861,-0.7947139,-0.22357428,-0.010400256,-0.51780266,1.1343614,-0.030844465,0.6519202,0.73729146,0.5576806,1.7625941,-0.17511888,-0.31815356,-0.17466643,1.2080907,0.21946092,-0.17193621,-0.17154516,-0.43779403,0.26809067,0.55768067,-0.47534963,0.47801486,-1.0628854,0.14654718,-0.42142752,0.55768067,1.6579846,-0.29783985,0.6612629,1.0
ITGAV,-0.33055896,0.4872318,-0.270532,0.3398218,0.9834682,0.30602795,-0.004319467,0.14793484,1.8557092,2.1035619,-0.45563754,0.88683283,1.2510228,-0.3678864,0.22962165,0.28409383,-0.500559,-0.576292,-0.49877033,-0.53405887,-0.611051,-0.561207,-0.5155974,-0.39316353,-0.5756432,-0.5765046,-0.56102467,-0.49505863,-0.5224453,-0.48770803,-0.53289205,-0.51674974,-0.44874704,-0.67490727,-0.69764304,-0.5299783,0.21908586,0.54802144,-0.08522954,-0.34163642,-0.49189892,-0.6319094,-0.0069766566,-0.14945628,-0.59701073,-0.27168185,-0.49111775,0.20749742,1.1343614,0.66698754,0.6519202,0.73729146,1.838071,1.7625941,0.51762176,-0.47486156,6.3454375,-0.5558893,-0.8074402,0.29860893,-0.82405466,-0.20839752,-0.6344524,1.838071,-0.17984007,0.29928017,-0.628505,-0.10277509,-0.04747731,1.838071,-0.32154492,2.5094705,0.6026488,1.0
CNOT3,-0.33055896,0.15993851,-0.270532,1.9158309,-0.21854974,-0.21326119,0.010431489,-0.12334365,4.852005,0.87199306,-0.45563754,-0.42234737,-0.124801256,-0.3678864,2.5083864,1.9853468,-0.48511413,-0.56249917,-0.4995809,-0.47292814,-0.5137326,-0.5007188,-0.56084645,-0.34611276,-0.5093933,-0.49310574,-0.3613533,-0.52348626,-0.3644018,-0.5637285,-0.44481573,-0.22651826,-0.51007426,-0.47730935,-0.6138775,-0.4812812,-0.51491225,-0.37813193,-0.5742345,-0.476406,-0.33342752,-0.3864709,0.17132252,-0.7458776,-0.7173686,-0.48713672,-0.68168557,-0.53086257,-0.88155335,3.453852,0.6519202,0.73729146,-0.36704567,-0.5673456,-0.17748296,-0.03501102,-0.2561677,-0.72230256,0.22850339,0.5401342,-0.18858287,0.16095653,0.54389423,-0.3670457,0.72018546,-0.6761502,0.91080415,0.4119548,0.67572826,-0.3670457,-0.17308022,-0.35756984,0.07759997,1.0
PLAU,0.42281157,0.16146086,-0.270532,0.34067768,-0.6200142,0.04831202,-0.47849283,-0.12334365,0.31446356,2.118383,-0.45563754,-0.22465499,-0.3977495,0.97507966,-0.5948769,1.1436689,0.6831642,1.8900988,-0.55214524,0.7757085,0.31812608,-0.16699131,-0.073309824,-0.34623507,-0.45208323,-0.39616606,0.66566265,-0.47684124,-0.24841908,-0.36029577,-0.35937196,0.22114776,1.1752414,0.1569681,0.89526206,1.078311,1.2170919,3.1049776,1.2027019,3.177154,1.0842247,2.1281347,0.62430286,-0.55994374,1.3224423,1.0210161,0.90397966,0.36501077,1.1343614,-0.28805357,0.6519202,0.73729146,-0.24849103,-0.5673456,-0.02026231,0.1484518,-0.17466643,-0.58917195,-0.95479435,0.43863222,-0.26614723,0.07828881,-1.4992841,-0.24849103,-0.18150426,1.5160452,-0.3965543,0.5165093,0.5028645,-0.24849103,-0.37103316,-0.088784836,0.7208893,1.0
TP53,1.1515119,27.97759,17.622856,22.26474,24.711443,47.256325,19.634941,0.1466844,13.152738,45.46594,8.253276,2.7388775,20.425985,24.146692,1.8307805,0.28313917,-0.5643263,-0.5299165,-0.5351195,-0.46276963,-0.60709566,-0.52069235,-0.59996456,-0.41257596,-0.5590548,-0.56606525,-0.5540734,-0.5011758,-0.5272518,-0.5133587,-0.55212414,-0.4786663,-0.22874932,-0.77069074,-0.059229597,-0.5213326,0.032761704,-0.37307274,-0.30001992,-0.37097803,-0.49651122,-0.081551075,-0.5574429,-0.31183285,-0.22915246,-0.46034208,-0.5229439,-0.009666502,1.1343614,-0.3199057,0.6519202,0.73729146,6.058617,1.7625941,13.345591,-0.6974233,10.012995,3.404745,-1.9102963,0.48237717,-1.803819,-0.53580964,-1.8784673,6.0586166,-1.2523993,0.056205306,-1.5267867,-0.850742,-1.1975505,6.0586166,0.42077863,7.377466,-1.0342084,1.0
VTI1A,-0.33055896,-0.5097135,1.1495577,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.3641816,-0.42090955,-0.12117821,-0.3678864,-0.5948769,-0.5667236,-0.5002092,-0.5851525,-0.5371766,-0.52385694,-0.57378507,-0.571082,-0.5731374,-0.44249105,-0.61321276,-0.50842357,-0.55147487,-0.5143088,-0.5253286,-0.43829763,-0.57986826,-0.48334444,-0.041823257,-0.54663384,-0.7572167,-0.2740118,-0.8088209,-0.53859025,-0.7561557,-0.2603402,-0.8089601,-0.67642117,-0.43957344,-0.55399066,-0.7746683,-0.8049102,-0.5209388,0.17839289,-0.88155335,-0.503708,-1.53393,0.6742434,-0.48560035,-0.5673456,-0.1310673,0.22999083,0.31434134,-0.18978028,-1.0298859,-0.73534405,0.05445387,-1.4709659,-1.2017156,-0.48560032,0.8479978,-0.84129626,1.0837128,0.50042397,0.7498127,-0.48560032,-0.47000965,-0.32770485,0.49826637,1.0
PABPC1,0.42175058,0.15899429,-0.270532,-0.44828185,-0.6200142,-0.21243078,0.010906784,0.1389636,0.3089855,0.87818265,1.1829159,-0.23516934,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.5320807,-0.55842304,-0.46466264,-0.5245666,-0.6622748,-0.5508614,-0.53164613,-0.4395664,-0.5981648,-0.61455697,-0.54443955,-0.49962124,-0.5118212,-0.52743447,-0.58098483,-0.5316623,-0.0887172,-0.5199882,0.31655872,0.22325234,-0.06928595,-0.3881398,0.11931181,-0.11746071,-0.4423387,0.011793125,0.4399487,-0.616281,0.10498641,0.016734362,-0.42772517,-0.5035437,1.1343614,1.4469503,0.6519202,0.73729146,-0.058803562,-0.5673456,0.03551297,-0.8300165,1.2923568,0.77541643,-0.45021898,1.8837031,-1.6265504,-0.2939347,0.42123982,-0.058803573,0.6792488,-0.49442226,0.6366806,0.33152825,0.6580891,-0.058803573,0.17333746,-0.17837983,0.46128163,1.0
CCND2,-0.33055896,-0.1756678,-0.270532,0.34087157,0.5860004,-0.4742777,-0.005544641,-0.12334365,-0.4638414,-0.35979557,1.1856856,0.3451162,-0.3977495,-0.3678864,1.0759571,0.28868967,0.44939905,1.8570687,-0.54013926,1.5741413,1.1155647,-0.3774573,1.504828,-0.18262191,0.7147168,0.168495,0.70440245,0.38676432,-0.34626085,-0.29860833,0.4410131,-0.5147099,0.40108836,0.7181567,-0.60967535,1.3662708,-0.20260198,-0.19458576,0.80789834,0.93818986,1.7616115,-0.5128912,-0.12965067,2.355295,-0.45110697,-0.20294887,1.0930213,1.5105509,1.1343614,-0.34516507,0.6519202,0.6742434,0.41541502,1.7625941,0.13432564,-0.4771116,0.31434134,4.9357467,-1.1744882,0.42774338,-1.7263426,-0.60908556,-1.0690051,0.41541508,0.10990613,0.7047195,-1.0755372,0.2511017,0.15713696,0.41541508,-0.47000965,0.80716527,0.8157794,1.0
COX6C,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,0.8819625,-0.45563754,-0.610674,-0.3977495,0.9719754,-0.5948769,-0.5667236,-0.29035705,-0.14321737,-0.00603018,0.4681374,-0.2994394,0.027779024,0.1817329,0.06083206,0.44927233,-0.26441908,0.17987923,-0.075887166,-0.29721895,0.43256778,-0.41821104,-0.34108287,-0.45385954,0.9882449,-0.43243662,-0.7537914,-0.66528124,-0.7466373,-0.30986986,-0.58984745,-0.74264723,-0.74158293,-0.19234246,-0.79344654,-0.5156708,-0.3153244,-0.6393665,-0.35838133,-0.88155335,0.36882496,0.6519202,0.73729146,-0.27220196,-0.5673456,-0.17254172,-0.8300165,-0.5006716,0.2096114,0.1224067,1.1711602,-1.5581962,-0.18930969,0.5284442,-0.27220196,0.72660524,-0.6071796,0.74211276,0.34761357,0.67220044,-0.27220196,-0.024615495,-0.32770485,0.874247,1.0
TCEA1,-0.33055896,0.15604876,-0.270532,0.3255521,-0.6200142,-0.21258955,-0.47849283,-0.12334365,-0.4638414,-0.35979557,1.1792164,-0.2255626,-0.11470372,-0.3678864,0.2389556,-0.5667236,-0.062114097,-0.27414915,-0.043740314,-0.54653734,-0.48961905,-0.39055845,-0.41915092,-0.15552652,-0.17333475,-0.37203312,-0.5226669,-0.13117044,-0.32262877,-0.44545913,-0.5382304,-0.15336396,-0.6822153,-0.6273796,-0.60812974,-0.75141376,-0.39624393,-0.22577089,-0.31070292,-0.18504259,-0.6835327,-0.4472119,-0.37037876,-0.8043937,-0.41720274,-0.45056668,-0.7816272,-0.6560266,1.1343614,-0.34878892,0.6519202,0.73729146,-0.46188942,-0.5673456,-0.1823296,-0.8300165,1.6998634,-0.5226067,0.19975477,-0.62638724,0.58882314,-0.45913205,0.2465698,-0.4618894,0.4908236,-0.8285916,0.8517621,0.07416331,0.40761307,-0.4618894,-0.32154492,-0.38743487,-0.22646509,1.0
MDM4,-0.33055896,-0.17689544,-0.270532,1.1124996,-0.6200142,-0.4742777,-0.47849283,0.13010599,0.24596043,-0.35979557,-0.45563754,-0.44961601,-0.3977495,-0.3678864,-0.5948769,0.2776532,-0.46452093,-0.51782596,-0.36347127,-0.42890388,-0.5980425,-0.5217808,-0.52022,-0.31495166,-0.4488511,-0.58101267,-0.54682577,-0.54207116,-0.49960667,-0.3648332,-0.5580842,-0.54876655,-0.10565693,-0.7938732,-0.6015516,-0.5123098,0.4101983,-0.52515566,-0.55060464,-0.4138137,-0.4414098,-0.24868223,0.24284191,-0.8010314,-0.64623576,-0.75369227,-0.7814642,-0.4396516,1.1343614,0.081639774,0.6519202,0.73729146,-0.41446754,-0.5673456,-0.1773538,0.86599517,0.23284006,4.236811,-0.3395963,1.3863301,-0.49738765,0.5430652,-0.5427352,-0.41446754,0.4896564,0.5845994,0.04626066,0.5245519,0.7145344,-0.41446754,-0.32154492,-0.32770485,-0.117169976,1.0
XRCC1,-0.33055896,-0.17401575,-0.270532,0.34109488,-0.22626203,0.04686131,0.012108195,-0.12334365,0.31476,-0.35979557,-0.45563754,-0.036291715,0.16619284,-0.3678864,1.0564822,-0.5667236,-0.5646357,-0.5490232,-0.516371,-0.5415335,-0.6568223,-0.5311532,-0.5832983,-0.39844573,-0.57228446,-0.59300625,-0.5842223,-0.5072474,-0.50049376,-0.54325897,-0.5664144,-0.52166915,-0.39366198,-0.49405304,-0.33713716,-0.7104487,-0.7997077,-0.35368112,-0.7773484,-0.4947152,-0.43895903,-0.5706793,0.40861982,-0.78225857,-0.27405933,-0.7568707,-0.7569764,-0.4240988,-0.88155335,-0.34878892,0.6519202,0.73729146,0.79478997,1.7625941,0.112836465,0.040703777,0.96635175,-0.5558893,-0.82788813,0.42767137,-0.89708483,-0.45913205,-1.0002443,0.79478997,0.2246938,0.8781863,-1.0924064,0.23501639,0.33352858,0.79478997,-0.024615495,1.0162202,-0.0023723857,1.0
ARHGEF12,-0.33055896,0.80213296,-0.270532,-0.44828185,0.08938476,0.819263,0.9745736,0.6823102,1.0899669,-0.35979557,1.9307592,0.65272117,-0.3977495,0.9418348,1.8554889,1.9807771,-0.30868483,-0.5108873,-0.44033042,-0.41943562,-0.5099437,-0.5266695,-0.58787847,-0.17355673,-0.37561515,-0.53368974,-0.45348477,-0.48467797,-0.50357753,-0.48209152,-0.51272,-0.5440437,-0.22123398,-0.24025972,-0.46405056,-0.5305846,-0.6054929,-0.114295036,-0.19989,-0.71304476,0.050927483,-0.33128524,-0.3382055,-0.2285787,-0.401324,-0.11514404,-0.41218323,0.08743746,1.1343614,-0.3145626,0.6519202,0.73729146,-0.12993637,-0.5673456,-0.1728121,0.29234418,-0.41917032,-0.5226067,-0.6063085,0.09523085,-0.2604137,0.42421487,-0.7247726,-0.12993637,-0.10641205,0.8115293,-0.37546787,0.50846666,0.19947094,-0.12993637,-0.37103316,0.060540184,1.0377097,1.0
KAT7,0.41765693,-0.5097135,1.0507195,-0.44828185,-0.2196516,-0.22371043,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,0.13831595,-0.3977495,-0.3678864,0.23312217,1.1287938,0.22248533,0.14851634,-0.3448426,-0.47266683,0.44412795,0.19478203,-0.02399441,0.13012531,0.09085083,0.3060091,-0.36380547,0.042519912,-0.24461953,-0.06352153,0.34177786,0.08175156,-0.34894532,-0.6742287,-0.62071985,-0.28299016,-0.62057143,-0.35198608,-0.7899071,-0.48959902,-0.3959,-0.75417686,0.038601227,-0.2676692,-0.79599863,-0.8113558,-0.33370706,-0.38948947,1.1343614,0.52463436,0.6519202,0.73729146,-0.5093113,-0.5673456,-0.18164961,-0.8300165,-0.09316515,1.4410692,-1.13256,-0.9264402,0.034671795,-1.7490286,-1.1781394,-0.50931126,0.2772194,-0.79738164,0.7378954,-0.14298837,0.16772045,-0.50931126,-0.47000965,-0.35756984,0.8039706,1.0
NTRK1,0.4234954,0.49499765,-0.270532,1.9172535,0.5629655,0.31131408,0.49046287,-0.12334365,-0.4638414,0.8769272,1.1808226,-0.42123932,-0.3977495,-0.3678864,-0.5948769,0.28585452,2.6970034,0.024318019,0.45234123,-0.5337804,0.48324642,0.88086605,1.2269688,0.37807685,0.8865096,0.4605946,1.5730997,-0.37092426,0.6759264,0.882556,-0.1994814,0.6008024,0.89986223,-0.256036,0.44811082,0.66929805,0.5550668,0.4735385,0.12668456,-0.17240416,0.30106178,-0.10770245,0.30331266,0.05992749,-0.13126783,-0.02187144,-0.36185247,2.0361075,1.1343614,-0.47307432,0.6519202,-1.7215827,1.7432272,1.7625941,0.1958388,-0.34850544,0.15133874,-0.056649685,-0.15669551,0.30195186,-0.7747385,0.90138465,-0.12296065,1.7432272,-0.044251822,0.15246907,-0.33329502,0.5888932,-0.026310315,1.7432272,0.8166846,1.7031153,0.59467006,1.0
FEN1,-0.33055896,-0.17395598,-0.270532,-0.44828185,0.57679534,-0.21308604,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.3657659,-0.41661906,-0.112848826,-0.3678864,-0.5948769,-0.5667236,-0.57181835,-0.5533686,-0.5495055,-0.40184414,-0.65979624,-0.4324306,-0.586169,-0.3425516,-0.514647,-0.5421062,-0.45092893,-0.41115245,-0.48730525,-0.5095948,-0.5467053,-0.53527266,-0.2904388,0.52561575,-0.17533548,-0.18662205,0.82766676,0.666603,0.78425384,0.022499869,1.2887003,1.4550406,1.1901329,1.224207,0.27957746,1.0378021,1.222676,-0.43622267,-0.88155335,1.1355524,0.6519202,0.6742434,-0.12993637,-0.5673456,-0.15939984,0.18842192,0.31434134,0.4425899,-0.9723616,1.1083454,-1.6296191,-0.33356538,-0.6886006,-0.12993637,0.7585097,-0.7799121,0.982498,0.46825337,0.64397776,-0.12993637,-0.32154492,0.03067518,0.5908219,1.0
STK11,0.42329395,-0.5097135,-0.270532,-0.44828185,0.17923683,0.3093723,2.9493954,-0.12334365,-0.4638414,2.1177795,-0.45563754,-0.22539969,-0.11325039,-0.3678864,-0.5948769,0.2875957,-0.54153466,-0.55769986,-0.48751593,-0.46395788,-0.57558244,-0.5576519,-0.5157049,-0.40742457,-0.5236627,-0.6091345,-0.55256337,-0.4928969,-0.50486654,-0.50382984,-0.53674865,-0.51745725,-0.5451704,-0.62860715,-0.50609183,-0.48165327,-0.7736616,-0.75862247,-0.6292047,-0.57815725,-0.60184747,-0.6686918,-0.19460166,-0.62458706,-0.7914887,-0.7744544,-0.73354906,-0.57864887,-0.88155335,0.42580667,0.6519202,0.73729146,0.059751067,-0.5673456,0.20138766,-0.36035168,0.06983742,0.4425899,-1.3739278,0.38413408,-0.9442599,-0.34423515,-1.4911866,0.059751082,0.24058619,1.2080276,-1.9358634,0.34761357,0.26297194,0.059751082,-0.42052144,0.32932523,0.86086565,1.0
MMP2,1.1733563,-0.5097135,-0.270532,-0.44828185,-0.2500524,0.30731362,-0.47849283,0.14812176,-0.4638414,-0.35979557,-0.45563754,-0.42471355,-0.3977495,-0.3678864,0.23868775,-0.5667236,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,-0.625281,-0.4074462,-0.6608327,0.79477733,-0.76257944,1.4866945,-0.65553296,-0.5469415,0.99080384,-0.283837,-0.74484855,0.8228313,-0.78129196,-0.4763167,1.2658954,0.26599213,1.1343614,-0.503708,-1.53393,0.6111953,0.86592275,1.7625941,1.0137047,-0.50842106,0.06983742,0.2096114,-1.1351806,0.34133416,-1.4483234,-0.3724034,-1.0235589,0.8659228,0.15022418,0.45635107,-0.45559627,0.37174153,0.25238845,0.8659228,-0.32154492,1.2850053,0.7246765,1.0
XPA,-0.33055896,-0.5097135,-0.270532,0.34158272,-0.2176104,-0.21172306,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.22197822,-0.3977495,-0.3678864,0.24120636,-0.5667236,-0.5214536,-0.57121056,-0.45815718,-0.4416945,-0.4870442,-0.5080398,-0.5763544,-0.36393866,-0.44555634,-0.58752465,-0.5189589,-0.4611132,-0.51868933,-0.45963323,-0.5686722,-0.53120697,-0.18673863,-0.1838697,-0.17551701,-0.78866327,-0.22902678,-0.03447032,-0.028170422,0.16488706,0.12254367,0.20041168,-0.60664344,0.099008754,-0.7765954,-0.37236574,-0.26280344,-0.07994394,-0.88155335,-0.46707174,0.6519202,0.73729146,-0.5330222,-0.5673456,-0.18233685,-0.8300165,0.39584264,-0.72230256,0.48035175,-1.1305814,1.0311016,-0.3520597,0.3616818,-0.53302217,0.7709602,-0.96746016,1.0794955,0.3395709,0.6651448,-0.53302217,-0.42052144,-0.41729987,-1.9194068,1.0
JAK2,1.175066,-0.5097135,-0.270532,-0.44828185,0.18346521,0.572402,0.012714964,0.41954362,-0.4638414,0.88027996,1.1846693,-0.03014384,0.16381535,-0.3678864,0.24286258,0.2877538,-0.5118935,-0.5415965,-0.54559416,-0.51797014,-0.65756696,-0.56029487,-0.59674704,-0.38707688,-0.60224867,-0.584348,-0.5796451,-0.5076831,-0.45054847,-0.44544458,-0.5583687,-0.51240534,-0.6011683,-0.020409869,-0.2223962,0.26638296,-0.6884964,-0.006119898,0.33715743,0.16031577,0.6323084,-0.34556758,-0.4420486,0.65933394,-0.3012443,0.25414088,-0.5255959,-0.20156656,1.1343614,-0.34878892,0.6519202,0.6742434,5.276156,1.7625941,6.3108926,-0.3861747,6.915946,-0.35619348,-0.8180872,0.860287,-1.745006,0.4598256,-0.53486454,5.276156,-0.8110999,0.8172549,-2.5726736,0.33152825,-0.7883221,5.276156,0.5197551,6.332191,0.51520663,1.0
SMC1A,-0.33055896,-0.17773095,2.531557,0.34016266,0.10812999,0.56689763,-0.040658787,0.41802523,2.6191616,-0.35979557,-0.45563754,1.0818232,-0.3977495,-0.3678864,0.22604382,0.28373644,-0.5192957,-0.49807805,-0.3313725,-0.5108092,-0.23927613,-0.4848559,-0.5957188,-0.19125512,-0.46064034,-0.2236466,-0.37646177,-0.33501562,-0.5205455,-0.5141407,-0.2241281,-0.4888114,-0.40244484,-0.5274265,-0.31593537,-0.09121142,-0.05769558,-0.14505059,-0.51448363,0.08297623,-0.6127041,-0.32608658,-0.1978374,-0.78673106,-0.16306151,-0.3709095,-0.1359977,0.017452268,1.1343614,1.5021809,0.6519202,0.73729146,0.24943854,1.7625941,-0.06581284,0.06560465,2.6778789,3.1052015,-0.2144233,1.6649368,-0.8444863,2.2716854,-0.21922766,0.24943854,0.55303043,0.22074386,0.05469523,0.81408745,0.6545613,0.24943854,0.27231395,0.1501352,0.2930537,1.0
FOXO3,-0.33055896,-0.17394798,-0.270532,-0.44828185,-0.23725493,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.24113184,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.51618236,-0.5736278,-0.5197405,-0.5326598,-0.6042401,-0.54387945,-0.5860649,-0.43199685,-0.57909495,-0.61369216,-0.54484427,-0.5134915,-0.5089289,-0.5011223,-0.5674457,-0.54971427,-0.6615741,-0.102113456,-0.6864246,-0.6213569,-0.8143687,-0.51511353,0.24368274,-0.23712295,0.053693525,0.2502099,-0.80206245,-0.33693612,-0.6454037,-0.29395497,-0.18590914,-0.5899218,1.1343614,-0.503708,-1.53393,0.73729146,2.1463132,1.7625941,2.9856572,-0.6325302,0.15133874,1.2080907,-1.4314051,0.3742492,-1.5745051,-0.5073146,-1.2805506,2.1463132,-0.39676717,0.98855907,-2.1298585,-0.36014003,-0.1568401,2.1463132,-0.2720567,2.8678505,0.6865397,1.0
VHL,58.399975,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.22286537,-0.11539481,-0.3678864,-0.5948769,0.28699583,-0.35085484,-0.18127295,1.5613617,0.26675516,1.287298,0.5870764,0.5558005,-0.07854304,1.0574057,0.100251034,-0.08742369,0.83846664,0.38975957,1.2859282,-0.3883972,-0.507985,-0.09196156,-0.763898,-0.34867087,-0.370038,-0.12820981,-0.5777245,-0.49226126,-0.25095543,-0.14485043,-0.42927724,-0.32174346,-0.48136583,-0.58615553,-0.72215074,-0.7394134,-0.49112558,-0.88155335,0.8050914,0.6519202,0.73729146,1.0081884,1.7625941,-0.10534323,-0.20735486,1.4553596,1.3079386,-0.25068194,1.0313756,-0.8489854,2.0673726,-0.06518274,1.0081884,-0.18712817,0.11725021,0.3499052,1.0392818,-0.4919842,1.0081884,-0.22256845,1.4044653,1.3565632,1.0
XIAP,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.2482343,-0.21346125,0.49047083,-0.12334365,0.303021,-0.35979557,-0.45563754,0.1130462,-0.3977495,-0.3678864,0.9243373,-0.5667236,-0.21525002,0.17424403,0.5287922,-0.49561763,3.9199429,-0.50488526,-0.3327047,0.7890588,1.0183632,1.2807459,0.30155402,-0.1621302,-0.37830523,-0.2803979,-0.36891782,0.04674078,-0.32167408,-0.7520173,-0.78285474,-0.5886821,-0.46180207,-0.7488997,-0.71840245,-0.6917531,-0.6880977,-0.766274,-0.6465119,-0.7108102,-0.68922544,-0.6793708,-0.80179155,-0.36804155,1.1343614,-0.28927198,0.6519202,0.73729146,0.5576806,1.7625941,0.3477295,-0.45935708,0.72184783,6.899422,-1.0838591,0.1475846,-0.7345405,-0.5321235,-1.044267,0.55768067,-0.0062699215,1.534839,-1.4930484,0.1787178,0.38291824,0.55768067,-0.42052144,0.9564902,1.0303655,1.0
GLI1,-0.33055896,-0.17401761,-0.270532,1.9172982,0.5542678,0.30665502,0.95270175,-0.12334365,1.0793427,0.8670641,-0.45563754,-0.04022146,0.16933078,2.304343,-0.5948769,2.8477678,-0.26546052,-0.4675409,-0.4916277,-0.17635933,-0.44468182,-0.40311387,-0.18167432,0.39134648,-0.5141596,-0.5842096,-0.47417945,-0.46632987,-0.44794697,-0.31463218,-0.44399124,-0.26957503,-0.1583798,0.6309141,-0.7191472,-0.7681107,-0.48667112,0.89821655,-0.3398138,2.5932198,0.6223213,-0.2759928,1.2058358,2.4627104,-0.5141804,-0.64669335,0.6340122,-0.06963305,1.1343614,-0.38117313,0.6519202,-0.39757356,2.2174459,1.7625941,1.138559,-0.43075642,0.64034647,-0.6224546,-1.13353,0.7707956,-1.4042207,1.7982025,-1.0614883,2.2174459,-0.49348548,1.2645575,-2.3196363,1.2644762,-0.5837078,2.2174459,0.3218022,2.5990655,-0.024932155,1.0
EIF4A2,0.42264065,1.1673201,-0.270532,-0.44828185,0.58103657,0.5748948,0.0048258505,0.41449457,1.0859166,-0.35979557,2.8201962,0.35370773,1.310777,0.9647995,-0.5948769,0.28865668,-0.5424769,-0.45979983,-0.42863238,-0.46019778,-0.5632373,-0.45804447,-0.46993765,-0.39833453,-0.5013947,-0.5898194,-0.53299636,-0.4882953,-0.5222349,-0.5777634,-0.57562697,-0.51240593,-0.51624596,-0.13838091,-0.5299379,-0.8193752,-0.56775296,-0.72784215,-0.500041,-0.3121858,-0.15234873,-0.4867543,-0.36941782,-0.01506949,-0.7821212,-0.3960643,-0.3010322,-0.41781735,1.1343614,-0.09906857,0.6519202,0.73729146,-0.011381694,-0.5673456,-0.14715032,0.1378162,0.06983742,0.5757205,0.7052638,1.1131623,-1.591652,1.7241282,0.88734585,-0.011381709,0.8403854,-0.7271149,0.923456,0.6693197,0.72864574,-0.011381709,0.42077863,-0.26797485,0.02782559,1.0
RANBP2,1.1711624,1.810483,-0.270532,1.1284891,1.3652487,1.0527494,2.4270654,1.2141936,1.0931079,3.349546,1.9664993,1.2767087,0.1682276,0.9616607,1.0322169,2.8414824,-0.43599787,-0.5163217,-0.4373385,-0.37298098,-0.44998068,-0.39121515,-0.58430344,-0.3812162,-0.3992681,-0.40280378,-0.5103846,-0.49644387,-0.40244982,-0.2711261,-0.54082876,-0.4472218,-0.044819947,-0.30904213,-0.5872393,-0.53018206,0.072353914,-0.42108458,-0.6147861,0.027122362,0.14263664,-0.55435425,-0.6850175,-0.7800181,-0.3754861,-0.56239116,-0.5840387,0.2192273,-0.88155335,1.6503043,0.6519202,0.73729146,2.5968208,1.7625941,0.24306384,0.30425647,1.1293542,0.5091552,0.81304586,1.3386818,-1.301705,1.6093427,0.80915046,2.5968208,0.58302647,0.23629944,-0.2236456,1.1438364,0.31941724,2.5968208,4.87472,0.32932523,-0.25704738,1.0
